author_decade,poetry_comments,poetry_name,author_name
明代,"
　　东陵侯既废，过司马季主而卜焉。季主曰：“君侯何卜也？”东陵侯曰：“久卧者思起，久蛰者思启，久懑者思嚏。吾闻之蓄极则泄，閟极则达。热极则风，壅极则通。一冬一春，靡屈不伸，一起一伏，无往不复。仆窃有疑，愿受教焉。”季主曰：“若是，则君侯已喻之矣，又何卜为？”东陵侯曰：“仆未究其奥也，愿先生卒教之。”季主乃言曰：“呜呼！天道何亲？惟德之亲；鬼神何灵？因人而灵。夫蓍，枯草也；龟，枯骨也，物也。人，灵于物者也，何不自听而听于物乎？且君侯何不思昔者也？有昔者必有今日，是故碎瓦颓垣，昔日之歌楼舞馆也；荒榛断梗，昔日之琼蕤玉树也；露蛬风蝉，昔日之凤笙龙笛也；鬼燐萤火，昔日之金釭华烛也；秋荼春荠，昔日之象白驼峰也；丹枫白荻，昔日之蜀锦齐纨也。昔日之所无，今日有之不为过；昔日之所有，今日无之不为不足。是故一昼一夜，华开者谢；一秋一春，物故者新。激湍之下，必有深潭；高丘之下，必有浚谷。君侯亦知之矣，何以卜为？”
",司马季主论卜,刘基
唐代,"
　　古之传者有言：成王以桐叶与小弱弟戏，曰：“以封汝。”周公入贺。王曰：“戏也。”周公曰：“天子不可戏。”乃封小弱弟于唐。
　　吾意不然。王之弟当封邪，周公宜以时言于王，不待其戏而贺以成之也。不当封邪，周公乃成其不中之戏，以地以人与小弱者为之主，其得为圣乎？且周公以王之言不可苟焉而已，必从而成之邪？设有不幸，王以桐叶戏妇寺，亦将举而从之乎？凡王者之德，在行之何若。设未得其当，虽十易之不为病；要于其当，不可使易也，而况以其戏乎！若戏而必行之，是周公教王遂过也。
　　吾意周公辅成王，宜以道，从容优乐，要归之大中而已，必不逢其失而为之辞。又不当束缚之，驰骤之，使若牛马然，急则败矣。且家人父子尚不能以此自克，况号为君臣者邪！是直小丈夫缺缺者之事，非周公所宜用，故不可信。
　　或曰：封唐叔，史佚成之。 
",桐叶封弟辨,柳宗元
先秦,"
　　栾盈出奔楚。宣子杀羊舌虎，囚叔向。人谓叔向曰：“子离于罪，其为不知乎？”叔向曰：“与其死亡若何？诗曰：‘优哉游哉，聊以卒岁。’知也。”
　　乐王鲋见叔向曰：“吾为子请。”叔向弗应，出不拜。其人皆咎叔向。叔向曰：“必祁大夫。”室老闻之曰：“乐王鲋言于君无不行，求赦吾子，吾子不许；祁大夫所不能也，而曰必由之。何也？”叔向曰：“乐王鲋从君者也，何能行？祁大夫外举不弃仇，内举不失亲，其独遗我乎？诗曰：‘有觉德行，四国顺之。’夫子，觉者也。”
　　晋侯问叔向之罪于乐王鲋。对曰：“不弃其亲，其有焉。”
　　于是祁奚老矣，闻之，乘驲而见宣子，曰：“《诗》曰：‘惠我无疆，子孙保之。’《书》曰：‘圣有谟勋，明征定保。’夫谋而鲜过，惠训不倦者，叔向有焉，社稷之固也。犹将十世宥之，以劝能者。今壹不免其身，以弃社稷，不亦惑乎？鲧殛而禹兴；伊尹放大甲而相之，卒无怨色；管蔡为戮，周公右王。若之何其以虎也弃社稷？子为善，谁敢不勉，多杀何为？”宣子说，与之乘，以言诸公而免之。不见叔向而归，叔向亦不告免焉而朝。 
",祁奚请免叔向,左丘明
宋代,"
雨余溪水掠堤平，闲看村童谢晚晴。竹马踉蹡冲淖去，纸鸢跋扈挟风鸣。三冬暂就儒生学，千耦还从父老耕。识字粗堪供赋役，不须辛苦慕公卿。
",观村童戏溪上,陆游
清代,"
禅边风味客边愁，馈我清光又满楼。一月可曾闲几日，百年难得闰中秋。菊花信待重阳久，桂子香闻上界留。遮莫圆明似前度，不知谁续广寒游。
",闰中秋玩月,慧霖
明代,"
青山如黛远村东，嫩绿长溪柳絮风。鸟雀不知郊野好，穿花翻恋小庭中。
",春日杂咏,高珩
清代,"
邹容吾小弟，被发下瀛州。快剪刀除辫，干牛肉作餱。英雄一入狱，天地亦悲秋。临命须掺手，乾坤只两头！
",狱中赠邹容,章炳麟
清代,"
燕子不曾来，小院阴阴雨。一角阑干聚落花，此是春归处。弹泪别东风，把酒浇飞絮：化了浮萍也是愁，莫向天涯去！
",卜算子·燕子不曾来,蒋春霖
清代,"
独向东风舞楚腰，为谁颦恨为谁娇？ 灞陵桥畔销魂处，临水傍堤万万条。
",赋柳,秋瑾
清代,"
牛首开天阙，龙岗抱帝宫。六朝春草里，万井落花中。访旧乌衣少，听歌玉树空。如何亡国恨，尽在大江东！
",秣陵,屈大均
清代,"
鹧鸪声里夕阳西，陌上征人首尽低。遍地关山行不得，为谁辛苦尽情啼？
",闻鹧鸪,尤侗
宋代,"
云容冱雪，暮色添寒，楼台共临眺。翠丛深窅。无人处、数蕊弄春犹小。幽姿谩好。遥相望、含情一笑。花解语，因甚无言，心事应难表。 莫待墙阴暗老。称琴边月夜，笛里霜晓。护香须早。东风度、咫尺画阑琼沼。归来梦绕。歌云坠、依然惊觉。想恁时，小几银屏冷未了。
",解语花·云容冱雪,施岳
宋代,"
一曲危弦断客肠。津桥捩柂转牙樯。江心云带蒲帆重，楼上风吹粉泪香。 瑶草碧，柳芽黄。载将离恨过潇湘。请君看取东流水，方识人间别意长。
",鹧鸪天·惜别,严仁
宋代,"
不见严夫子，寂寞富春山。空馀千太危石，高插暮云端。想象羊裘披了，一笑两忘身世，来把钓鱼竿。不似林间翮，飞倦始知还。

中兴主，功业就，鬓毛斑。驰驱一世豪杰，相与济时艰。独委狂奴心事，不羡痴儿鼎足，放去任疏顽。爽气动心斗，千古照林峦。
",水调歌头,朱熹
宋代,"
江南月，清夜满西楼。云落开时冰吐鉴，浪花深处玉沉钩。圆缺几时休。星汉迥，风露入新秋。丹桂不知摇落恨，素娥应信别离愁。天上共悠悠。
",望江南·江南月,王琪
宋代,"
红了樱桃。绿了芭蕉。送春归、客尚蓬飘。昨宵谷水，今夜兰皋。奈云溶溶，风淡淡，雨潇潇。

银字笙调。心字香烧。料芳悰、乍整还凋。待将春恨，都付春潮。过窈娘堤，秋娘渡，泰娘桥。
",行香子（舟宿兰湾）,蒋捷
宋代,"
雪霏霏。蓟门冷落人行稀。人行稀。秦娥渐老，着破宫衣。

强将纤指按金徽。未成曲调心先悲。心先悲。更无言语，玉箸双垂。
",忆秦娥,汪元量
宋代,"
屈指数春来，弹指惊春去。檐外蛛丝网落花，也要留春住。几日喜春晴，几夜愁春雨。十二雕窗六曲屏，题遍伤心句。
",卜算子·泛西湖坐间寅斋同赋,高观国
宋代,"
明月到今宵，长是不如人约。想见广寒宫殿，正云梳风掠。夜深休更唤笙歌，檐头雨声恶。不是小山词就，这一场寥索。
",好事近·中秋席上和王路钤,辛弃疾
宋代,"
归去来兮。行乐休迟。命由天、富贵何时。百年光景，七十者稀。奈一番愁，一番病，一番衰。

名利奔驰。宠辱惊疑。旧家时、都有些儿。而今老矣，识破关机。算不如闲，不如醉，不如痴。
",行香子,辛弃疾
宋代,"
客路那知岁序移。忽惊春到小桃枝。天涯海角悲凉地，记得当年全盛时。 花弄影，月流辉。水精宫殿五云飞。分明一觉华胥梦，回首东风泪满衣。
",鹧鸪天·建康上元作,赵鼎
宋代,"
长江千里，烟淡水云阔。歌沉玉树，古寺空有疏钟发。六代兴亡如梦，苒苒惊时月。兵戈凌灭。豪华销尽，几见银蟾自圆缺。 潮落潮生波渺，江树森如发。谁念迁客归来，老大伤名节。纵使岁寒途远，此志应难夺。高楼谁设。倚阑凝望，独立渔翁满江雪。
",六么令·次韵和贺方回金陵怀古鄱阳席上作,李纲
宋代,"
正单衣试酒，恨客里、光阴虚掷。愿春暂留，春归如过翼。一去无迹。为问花何在，夜来风雨，葬楚宫倾国。钗钿堕处遗香泽。乱点桃蹊，轻翻柳陌。多情为谁追惜。但蜂媒蝶使，时叩窗隔。 东园岑寂。渐蒙笼暗碧。静绕珍丛底，成叹息。长条故惹行客。似牵衣待话，别情无极。残英小、强簪巾帻。终不似一朵，钗头颤袅，向人欹侧。漂流处、莫趁潮汐。恐断红、尚有相思字，何由见得。
",六丑·落花,周邦彦
宋代,"
疏雨池塘见，微风襟袖知。阴阴夏木啭黄鹂，何处飞来白鹭立移时。易醉扶头酒，难逢敌手棋。日长偏与睡相宜，睡起芭蕉叶上自题诗。
",南歌子·疏雨池塘见,贺铸
宋代,"
罗带双垂画不成。殢人娇态最轻盈。酥胸斜抱天边月，玉手轻弹水面冰。 无限事，许多情。四弦丝竹苦丁宁。饶君拨尽相思调，待听梧桐叶落声。
",鹧鸪天·佳人,苏轼
宋代,"
山色横侵蘸晕霞，湘川风静吐寒花。远林屋散尚啼鸦。梦到故园多少路，酒醒南望隔天涯。月明千里照平沙。
",浣溪沙·山色横侵蘸晕霞,苏轼
宋代,"
手捻香笺忆小莲。欲将遗恨倩谁传。归来独卧逍遥夜，梦里相逢酩酊天。 花易落，月难圆。只应花月似欢缘。秦筝算有心情在，试写离声入旧弦。
",鹧鸪天·手捻香笺忆小莲,晏几道
宋代,"
身外闲愁空满，眼中欢事常稀。明年应赋送君诗。细从今夜数，相会几多时。浅酒欲邀谁劝，深情惟有君知。东溪春近好同归。柳垂江上影，梅谢雪中枝。
",临江仙·身外闲愁空满,晏几道
宋代,"
去时梅萼初凝粉。不觉小桃风力损。梨花最晚又凋零，何事归期无定准。 阑干倚遍重来凭。泪粉偷将红袖印。蜘蛛喜鹊误人多，似此无凭安足信。
",玉楼春·去时梅萼初凝粉,欧阳修
宋代,"
重阳过后，西风渐紧，庭树叶纷纷。朱阑向晓，芙蓉妖艳，特地斗芳新。 霜前月下，斜红淡蕊，明媚欲回春。莫将琼萼等闲分。留赠意中人。
",少年游·重阳过后,晏殊
魏晋,"
　　昔每闻长老追计平生同时亲故，或凋落已尽，或仅有存者。余年方四十，而懿亲戚属，亡多存寡；昵交密友，亦不半在。或所曾共游一途，同宴一室，十年之外，索然已尽，以是哀思，哀可知矣，乃作赋曰： 
　　伊天地之运流，纷升降而相袭。日望空以骏驱，节循虚而警立。嗟人生之短期，孰长年之能执，时飘忽其不再，老晼晚其将及。对琼蘂之无征，恨朝霞之难挹。望汤谷以企予，借此景之屡戢。 
　　悲夫，川阅水以成川，水滔滔而日度。世阅人而为世，人冉冉而行暮。人何世而弗新，世何人之能故。野每春其必华，草无朝而遗露。经终古而常然，率品物其如素。譬日及之在条，恒虽尽而弗悟。虽不悟其可悲，心惆焉而自伤。亮造化之若兹，吾安取夫久长。 
　　痛灵根之夙陨，怨具尔之多丧。悼堂构之瘁，悯城阙之丘荒。亲弥懿其已逝，交何戚而不忘。咨余今之方殆，何视天之芒芒。伤怀凄其多念，戚貌悴而鲜欢。幽情发而成绪，滞思叩而兴端，此世之无乐，咏在昔而为言。 
　　居充堂而衍宇，行连驾而比轩。弥年时其讵几，夫何往而不残。或冥邈而既尽，或寥廓而仅半。信松茂而柏悦，嗟芝焚而蕙叹。苟性命之弗殊，岂同波而异澜，瞻前轨之既覆，知此路之良艰。启四体而深悼，惧兹形之将然。毒娱情而寡方，怨感目之多颜，谅多颜之感目，神何适而获怡。寻平生于响像，览前物而怀之。 
　　步寒林以悽恻，玩春翘而有思，触万类以生悲，叹同节而异时，年弥往而念广，途薄暮而意迮。亲落落而日稀，友靡靡而愈索。顾旧要于遗存，得十一于千百。乐心其如忘，哀缘情而来宅。托末契于后生，余将老而为客。 
　　然后弭节安怀，妙思天造，精浮神沧，忽在世表，悟大暮之同寐，何矜晚以怨早。指彼日之方除，岂兹情之足搅。感秋华于衰木，瘁零露于丰草。在殷忧而弗违，夫何云乎识道。将颐天地之大德，遗圣人之洪宝。解心累于末迹，聊优游以娱老。 
",叹逝赋,陆机
宋代,"
秦楼东风里，燕子还来寻旧垒。馀寒犹峭，红日薄侵罗绮。嫩草方抽玉茵，媚柳轻窣黄金蕊。莺啭上林，鱼游春水。几曲阑干遍倚，又是一番新桃李。佳人应怪归迟，梅妆泪洗。凤箫声绝沉孤雁，望断清波无双鲤。云山万重，寸心千里。
",鱼游春水·秦楼东风里,佚名
唐代,"
江水沉沉帆影过，游鱼到晚透寒波。渡口双双飞白鸟，烟袅，芦花深处隐渔歌。扁舟短棹归兰浦，人去，萧萧竹径透青莎。深夜无风新雨歇，凉月，露迎珠颗入圆荷。
",定风波·江水沉沉帆影过,阎选
唐代,"
越人遗我剡溪茗，采得金牙爨金鼎。素瓷雪色缥沫香，何似诸仙琼蕊浆。一饮涤昏寐，情来朗爽满天地。 再饮清我神，忽如飞雨洒轻尘。三饮便得道，何须苦心破烦恼。此物清高世莫知，世人饮酒多自欺。愁看毕卓瓮间夜，笑向陶潜篱下时。崔侯啜之意不已，狂歌一曲惊人耳。孰知茶道全尔真，唯有丹丘得如此。
",饮茶歌诮崔石使君,皎然
唐代,"
苦思搜诗灯下吟，不眠长夜怕寒衾。满庭木叶愁风起，透幌纱窗惜月沈。疏散未闲终遂愿，盛衰空见本来心。幽栖莫定梧桐处，暮雀啾啾空绕林。
",冬夜寄温飞卿,鱼玄机
唐代,"
去春零落暮春时，泪湿红笺怨别离。常恐便同巫峡散，因何重有武陵期。传情每向馨香得，不语还应彼此知。只欲栏边安枕席，夜深闲共说相思。
",牡丹,薛涛
唐代,"
日暮堂前花蕊娇，争拈小笔上床描。 绣成安向春园里，引得黄莺下柳条。
",观郑州崔郎中诸妓绣样 / 咏绣障,胡令能
唐代,"
莫道颜色如渥丹，莫道馨香过vK兰。

东风吹绽还吹落，明日谁为今日看。
",花,黄滔
唐代,"
半夜西亭雨，离人独启关。桑麻荒旧国，雷电照前山。

细滴高槐底，繁声叠漏间。唯应孤镜里，明月长愁颜。
",雨,张蠙
唐代,"
柳带东风一向斜，春阴澹澹蔽人家。有时三点两点雨，

到处十枝五枝花。万井楼台疑绣画，九原珠翠似烟霞。

年年今日谁相问，独卧长安泣岁华。

风烟放荡花披猖，秋千女儿飞短墙。绣袍驰马拾遗翠，

锦袖斗鸡喧广场。天地气和融霁色，池台日暖烧春光。

自怜尘土无他事，空脱荷衣泥醉乡。
",寒食二首,李山甫
唐代,"
曾宰西畿县，三年马不肥。债多平剑与，官满载书归。边雪藏行径，林风透卧衣。灵州听晓角，客馆未开扉。
",送邹明府游灵武,贾岛
唐代,"
伯业随流水，寒芜上古城。长空横海色，断岸落潮声。

八极悲扶拄，五湖来止倾。东南天子气，扫地入函京。
",石头城,李群玉
唐代,"
元和天子神武姿，彼何人哉轩与羲。誓将上雪列圣耻，坐法宫中朝四夷。淮西有贼五十载，封狼生貙貙生罴。不据山河据平地，长戈利矛日可麾。帝得圣相相曰度，贼斫不死神扶持。腰悬相印作都统，阴风惨澹天王旗。愬武古通作牙爪，仪曹外郎载笔随。 行军司马智且勇，十四万众犹虎貔。入蔡缚贼献太庙，功无与让恩不訾。帝曰汝度功第一，汝从事愈宜为辞。愈拜稽首蹈且舞，金石刻画臣能为。古者世称大手笔，此事不系于职司。当仁自古有不让，言讫屡颔天子颐。公退斋戒坐小阁，濡染大笔何淋漓。点窜《尧典》《舜典》字，涂改《清庙》《生民》诗。文成破体书在纸，清晨再拜铺丹墀。表曰臣愈昧死上，咏神圣功书之碑。碑高三丈字如斗，负以灵鳌蟠以螭。句奇语重喻者少，谗之天子言其私。长绳百尺拽碑倒，粗砂大石相磨治。公之斯文若元气，先时已入人肝脾。汤盘孔鼎有述作，今无其器存其辞。呜呼圣王及圣相，相与烜赫流淳熙。公之斯文不示后，曷与三五相攀追。愿书万本诵万遍，口角流沫右手胝。传之七十有二代，以为封禅玉检明堂基。
",韩碑,李商隐
唐代,"
碧溪留我武关东，一笑怀王迹自穷。郑袖娇娆酣似醉，屈原憔悴去如蓬。山樯谷堑依然在，弱吐强吞尽已空。今日圣神家四海，戍旗长卷夕阳中。
",题武关,杜牧
唐代,"
散漫天涯色，乘春四望平。不分残照影，何处断鸿声。

缭绕先经塞，霏微近过城。因风低未敛，带雨重还轻。

干吕知时泰，如膏候岁成。小儒同品物，无以答皇明。

春雪空濛帘外斜，霏微半入野人家。

长天远树山山白，不辨梅花与柳花。
",春雪,焦郁
唐代,"
诗。绮美，瑰奇。明月夜，落花时。能助欢笑，亦伤别离。

调清金石怨，吟苦鬼神悲。天下只应我爱，世间唯有君知。

自从都尉别苏句，便到司空送白辞。
",一字至七字诗（赋得诗）,白居易
唐代,"
越女新妆出镜心，自知明艳更沉吟。齐纨未是人间贵，一曲菱歌敌万金。(版本一)
越女新妆出镜心，自知明艳更沉吟。齐纨未足时人贵，一曲菱歌敌万金。(版本二)
",酬朱庆馀,张籍
唐代,"
萱草生堂阶，游子行天涯。慈亲倚堂门，不见萱草花。
",游子,孟郊
唐代,"
泪墨洒为书，将寄万里亲。书去魂亦去，兀然空一身。
",归信吟,孟郊
唐代,"
耻将名利托交亲，只向尊前乐此身。才大不应成滞客，

时危且喜是闲人。高歌犹爱思归引，醉语惟夸漉酒巾。

□□□□□□□，岂能偏遣老风尘。
",无题,卢纶
唐代,"
吹角出塞门，前瞻即胡地。三军尽回首，皆洒望乡泪。

转念关山长，行看风景异。由来征戍客，负得轻生义。
",出塞,皇甫冉
唐代,"
湖阔兼云雾，楼孤属晚晴。礼加徐孺子，诗接谢宣城。雪岸丛梅发，春泥百草生。敢违渔父问，从此更南征。
",陪裴使君登岳阳楼,杜甫
唐代,"
梅蕊腊前破，梅花年后多。绝知春意好，最奈客愁何。

雪树元同色，江风亦自波。故园不可见，巫岫郁嵯峨。
",江梅,杜甫
唐代,"
东阁官梅动诗兴，还如何逊在扬州。此时对雪遥相忆，送客逢春可自由？幸不折来伤岁暮，若为看去乱乡愁。江边一树垂垂发，朝夕催人自白头。
",和裴迪登蜀州东亭送客逢早梅相忆见寄,杜甫
唐代,"
今我不乐思岳阳，身欲奋飞病在床。美人娟娟隔秋水，濯足洞庭望八荒。鸿飞冥冥日月白，青枫叶赤天雨霜。玉京群帝集北斗，或骑麒麟翳凤凰。芙蓉旌旗烟雾落，影动倒景摇潇湘。星宫之君醉琼浆，羽人稀少不在旁。似闻昨者赤松子，恐是汉代韩张良。昔随刘氏定长安，帷幄未改神惨伤。国家成败吾岂敢，色难腥腐餐枫香。周南留滞古所惜，南极老人应寿昌。美人胡为隔秋水，焉得置之贡玉堂。
",寄韩谏议 / 寄韩谏议注,杜甫
唐代,"
天回北斗挂西楼，金屋无人萤火流。月光欲到长门殿，别作深宫一段愁。
桂殿长愁不记春，黄金四屋起秋尘。夜悬明镜青天上，独照长门宫里人。
",长门怨二首,李白
唐代,"
雨色秋来寒，风严清江爽。孤高绣衣人，潇洒青霞赏。 平生多感激，忠义非外奖。祸连积怨生，事及徂川往。 楚邦有壮士，鄢郢翻扫荡。申包哭秦庭，泣血将安仰。 鞭尸辱已及，堂上罗宿莽。颇似今之人，蟊贼陷忠谠。 渺然一水隔，何由税归鞅。日夕听猿怨，怀贤盈梦想。
",酬裴侍御对雨感时见赠,李白
唐代,"
张翰江东去，正值秋风时。天清一雁远，海阔孤帆迟。白日行欲暮，沧波杳难期。吴洲如见月，千里幸相思。
",送张舍人之江东,李白
唐代,"
水亭凉气多，闲棹晚来过。涧影见松竹，潭香闻芰荷。 野童扶醉舞，山鸟助酣歌。幽赏未云遍，烟光奈夕何。
",夏日浮舟过陈大水亭 / 浮舟过滕逸人别业,孟浩然
唐代,"
写月无芳桂，照日有花菱。不持光谢水，翻将影学冰。
",咏镜,骆宾王
唐代,"
边烽警榆塞，侠客度桑干。柳叶开银镝，桃花照玉鞍。 满月临弓影，连星入剑端。不学燕丹客，空歌易水寒。
",送郑少府入辽共赋侠客远从戎,骆宾王
唐代,"
脉脉广川流，驱马历长洲。鹊飞山月曙，蝉噪野风秋。

",入朝洛堤步月,上官仪
唐代,"
南风吹山作平地，帝遣天吴移海水。王母桃花千遍红，彭祖巫咸几回死？青毛骢马参差钱，娇春杨柳含缃烟。筝人劝我金屈卮，神血未凝身问谁？不须浪饮丁都护，世上英雄本无主。买丝绣作平原君，有酒唯浇赵州土。漏催水咽玉蟾蜍，卫娘发薄不胜梳。羞见秋眉换新绿，二十男儿那刺促？
",浩歌,李贺
唐代,"
岁阴穷暮纪，献节启新芳。冬尽今宵促，年开明日长。

冰消出镜水，梅散入风香。对此欢终宴，倾壶待曙光。
",除夜,李世民
先秦,"
有駜有駜，駜彼乘黄。夙夜在公，在公明明。振振鹭，鹭于下。鼓咽咽，醉言舞。于胥乐兮！
有駜有駜，駜彼乘牡。夙夜在公，在公饮酒。振振鹭，鹭于飞。鼓咽咽，醉言归。于胥乐兮！
有駜有駜，駜彼乘駽。夙夜在公，在公载燕。自今以始，岁其有。君子有穀，诒孙子。于胥乐兮！
",鲁颂·有駜,佚名
先秦,"
嗟嗟臣工，敬尔在公。王厘尔成，来咨来茹。嗟嗟保介，维莫之春，亦又何求？如何新畲？于皇来牟，将受厥明。明昭上帝，迄用康年。命我众人：庤乃钱镈，奄观铚艾。
",周颂·臣工,佚名
先秦,"
崧高维岳，骏极于天。维岳降神，生甫及申。维申及甫，维周之翰。四国于蕃。四方于宣。
亹亹申伯，王缵之事。于邑于谢，南国是式。王命召伯，定申伯之宅。登是南邦，世执其功。
王命申伯，式是南邦。因是谢人，以作尔庸。王命召伯，彻申伯土田。王命傅御，迁其私人。
申伯之功，召伯是营。有俶其城，寝庙既成。既成藐藐，王锡申伯。四牡蹻蹻，钩膺濯濯。
王遣申伯，路车乘马。我图尔居，莫如南土。锡尔介圭，以作尔宝。往近王舅，南土是保。
申伯信迈，王饯于郿。申伯还南，谢于诚归。王命召伯，彻申伯土疆。以峙其粻，式遄其行。
申伯番番，既入于谢。徒御啴啴。周邦咸喜，戎有良翰。不显申伯，王之元舅，文武是宪。
申伯之德，柔惠且直。揉此万邦，闻于四国。吉甫作诵，其诗孔硕。其风肆好，以赠申伯。
",崧高,佚名
先秦,"
交交桑扈，有莺其羽。君子乐胥，受天之祜。
交交桑扈，有莺其领。君子乐胥，万邦之屏。
之屏之翰，百辟为宪。不戢不难，受福不那。
兕觥其觩，旨酒思柔。彼交匪敖，万福来求。
",桑扈,佚名
先秦,"
楚楚者茨，言抽其棘。自昔何为，我艺黍稷。我黍与与，我稷翼翼。
我仓既盈，我庾维亿。以为酒食，以享以祀。以妥以侑，以介景福。
济济跄跄，絜尔牛羊，以往烝尝。或剥或亨，或肆或将。
祝祭于祊，祀事孔明。先祖是皇，神保是飨。孝孙有庆，报以介福，万寿无疆。
执爨踖踖，为俎孔硕。或燔或炙，君妇莫莫。为豆孔庶，为宾为客。
献酬交错，礼仪卒度，笑语卒获。神保是格，报以介福，万寿攸酢。
我孔戁矣，式礼莫愆。工祝致告，徂赉孝孙。苾芬孝祀，神嗜饮食。
卜尔百福，如几如式。既齐既稷，既匡既敕。永锡尔极，时万时亿。
礼仪既备，钟鼓既戒。孝孙徂位，工祝致告。神具醉止，皇尸载起。
钟鼓送尸，神保聿归。诸宰君妇，废彻不迟。诸父兄弟，备言燕私。
乐具入奏，以绥后禄。尔肴既将，莫怨具庆。既醉既饱，小大稽首。
神嗜饮食，使君寿考。孔惠孔时，维其尽之。子子孙孙，勿替引之。 
",楚茨,佚名
先秦,"
彼何人斯？其心孔艰。胡逝我梁，不入我门？伊谁云从？维暴之云。
二人从行，谁为此祸？胡逝我梁，不入唁我？始者不如今，云不我可
彼何人斯？胡逝我陈？我闻其声，不见其身。不愧于人？不畏于天？
彼何人斯？其为飘风。胡不自北？胡不自南？胡逝我梁？絺搅我心。
尔之安行，亦不遑舍。尔之亟行，遑脂尔车。壹者之来，云何其盱。
尔还而入，我心易也。还而不入，否难知也。壹者之来，俾我絺也。
伯氏吹埙，仲氏吹篪。及尔如贯，谅不我知，出此三物，以诅尔斯。
为鬼为蜮，则不可得。有靦面目，视人罔极。作此好歌，以极反侧。
",何人斯,佚名
先秦,"
敝笱在梁，其鱼鲂鳏。齐子归止，其从如云。敝笱在梁，其鱼鲂鱮。齐子归止，其从如雨。敝笱在梁，其鱼唯唯。齐子归止，其从如水。
",敝笱,佚名
宋代,"
十里一置飞尘灰，五里一堠兵火催。颠坑仆谷相枕藉，知是荔枝龙眼来。飞车跨山鹘横海，风枝露叶如新采。宫中美人一破颜，惊尘溅血流千载。永元荔枝来交州，天宝岁贡取之涪。至今欲食林甫肉，无人举觞酹伯游。我愿天公怜赤子，莫生尤物为疮痏。雨顺风调百谷登，民不饥寒为上瑞。君不见，武夷溪边粟粒芽，前丁后蔡相宠加。(相宠加 一作：相笼加)争新买宠各出意，今年斗品充官茶。吾君所乏岂此物，致养口体何陋耶？洛阳相君忠孝家，可怜亦进姚黄花。
",荔枝叹,苏轼
未知,"
　　粤中庄有恭，幼有神童之誉。家邻镇粤将军署，时为放风筝之戏，适落于将军署之内宅，庄直入索取。诸役以其幼而忽之，未及阻其前进。将军方与客弈，见其神格非凡，遽诘之曰：“童子何来？”庄以实对。将军曰：“汝曾读书否？曾属对否？”庄曰：“对，小事耳，何难之有！”将军曰：“能对几字？”庄曰：“一字能之，一百字亦能之。”将军以其方之大而夸也，因指厅事所张画幅而命之对曰：“旧画一堂，龙不吟，虎不啸，花不闻香鸟不叫，见此小子可笑可笑。”庄曰：“即此间一局棋，便可对矣。”应声云：“残棋半局，车无轮，马无鞍，炮无烟火卒无粮，喝声将军提防提防。”
",神童庄有恭,佚名
未知,"
　　并州有纥干者，好戏剧。邑传言有狐魅，人心惶。一日，纥干得一狐尾，缀于衣后，至妻旁，侧坐露之。其妻疑为狐魅，遂持斧欲斫之。纥干亟云：“吾非魅。”妻不信。走，至邻家，邻家又以刀杖逐之。纥干叩头谢：“我纥干也，第戏剧耳，何意专杀我？”
",纥干狐尾,佚名
魏晋,"
吁嗟此转蓬，居世何独然。长去本根逝，夙夜无休闲。东西经七陌，南北越九阡。卒遇回风起，吹我入云间。自谓终天路，忽然下沉渊。惊飙接我出，故归彼中田。当南而更北，谓东而反西。宕宕当何依，忽亡而复存。飘飘周八泽，连翩历五山。流转无恒处，谁知吾苦艰。愿为中林草，秋随野火燔。糜灭岂不痛，愿与株荄连。
",吁嗟篇,曹植
魏晋,"
逝矣经天日，悲哉带地川。寸阴无停晷，尺波岂徒旋。年往迅劲矢，时来亮急弦。远期鲜克及，盈数固希全。容华夙夜零，体泽坐自捐。兹物苟难停，吾寿安得延。俛仰逝将过，倏忽几何间。慷慨亦焉诉，天道良自然。但恨功名薄，竹帛无所宣。迨及岁未暮，长歌乘我闲。
",长歌行,陆机
两汉,"
天马徕，从西极，涉流沙，九夷服。天马徕，出泉水，虎脊两，化若鬼。天马徕，历无草，径千里，循东道。天马徕，执徐时，将摇举，谁与期？天马徕，开远门，竦予身，逝昆仑。天马徕，龙之媒，游阊阖，观玉台。
",天马二首·其二,刘彻
